eDNA.sample,rep,class,order,taxon,nReads
1770,1,Actinopteri,Scombriformes,Scombridae%NA%NA,1002
1770,1,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,7665
1770,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,3102
1770,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,518
1770,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,31047
1770,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,16655
1770,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,136
1770,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,20
1770,2,Actinopteri,Scombriformes,Scombridae%NA%NA,59
1770,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,6730
1770,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,450
1779,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,4376
1779,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,231
1779,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1656
1779,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,3439
1779,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,2503
1779,2,Actinopteri,Perciformes,Cryptacanthodidae%Cryptacanthodes%Cryptacanthodes giganteus,709
1779,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,668
1780,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,3626
1780,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,11535
1780,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,6090
1780,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,25984
1780,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,40727
1780,2,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,1159
1780,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,9293
1780,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,139
1780,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,10662
1780,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,23
1780,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,13562
282,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,2128
282,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,1459
282,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes ensifer,174
282,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,2197
282,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,8770
282,1,Actinopteri,Perciformes,Zaniolepididae%Zaniolepis%NA,573
282,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,3645
282,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,187
282,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,831
282,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,1432
282,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1970
282,2,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,10978
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,5336
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes aleutianus|melanostictus,2629
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes miniatus,2006
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,3936
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150000|glaucus|matsubarae|vulpes|aleutianus|trivittatus|borealis|proriger|diploproa,109
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,85105
282,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1544
282,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,979
282,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,8
282,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,199
283,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,12402
283,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,4903
283,1,Actinopteri,Perciformes,Cottidae%NA%NA,4599
283,1,Actinopteri,Perciformes,Hexagrammidae%Hexagrammos%Hexagrammos decagrammus,12035
283,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,16951
283,1,Actinopteri,Perciformes,Pholidae%Pholis%Pholis laeta,4478
283,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,177
283,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,4385
283,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,726
283,1,Hexanauplia,Sessilia,Balanidae%Balanus%NA,19
283,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,34890
283,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,2482
283,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,100416
284,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,3880
284,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,6700
284,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,10
284,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,348
284,2,Actinopteri,Perciformes,Anarhichadidae%Anarrhichthys%Anarrhichthys ocellatus,19867
284,2,Actinopteri,Perciformes,Anarhichadidae%NA%NA,404
285,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,1716
285,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,69
285,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,28622
285,2,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,13199
285,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,171
286,1,Actinopteri,Atheriniformes,Atherinopsidae%Atherinops%Atherinops affinis,20
286,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,3550
286,1,Actinopteri,Osmeriformes,Osmeridae%Hypomesus%Hypomesus pretiosus,19918
286,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,142
286,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes aurora|chlorostictus|ensifer|eos|exsul|helvomaculatus|nigrocinctus|notius|rosenblatti|rufus|simulator|spinorbis,12005
286,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,31
286,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,64013
287,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,8
287,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,41087
287,1,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,9
287,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,1292
287,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,18130
287,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,408
287,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,13
287,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,30947
287,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,744
287,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,16117
287,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,267
310,1,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,9325
310,1,Actinopteri,Argentiniformes,Bathylagidae%Pseudobathylagus%Pseudobathylagus milleri,218087
310,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,1896
310,2,Actinopteri,Argentiniformes,Bathylagidae%Pseudobathylagus%Pseudobathylagus milleri,44415
310,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,13
310,2,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA,29181
310,2,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%Nannobrachium regale,90059
310,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,7
311,1,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,24
311,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,75
311,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,43794
311,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%NA,45
311,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,79
311,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,9324
311,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,33734
318,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,1784
318,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,94363
318,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,648
318,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,5262
318,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,61864
318,2,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA,220
318,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,1503
319,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,4884
319,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,61456
319,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,4
320,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,34486
320,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,91017
320,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,13721
320,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,124488
320,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,783
320,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,261
321,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,20335
321,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,113144
321,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,2780
321,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,156
334,1,Actinopteri,Alepocephaliformes,Platytroctidae%Sagamichthys%Sagamichthys abei,6953
334,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,55
334,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,3
334,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,130
334,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,7
334,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,6
334,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,4
334,1,Actinopteri,Stomiiformes,Stomiidae%Idiacanthus%Idiacanthus antrostomus,20060
334,2,Actinopteri,Argentiniformes,Bathylagidae%Bathylagus%Bathylagus stilbius,162
334,2,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,29072
334,2,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,5737
334,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,18526
334,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,6
334,2,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA,22027
334,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,48
334,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,10
335,1,Actinopteri,Argentiniformes,Bathylagidae%Bathylagus%Bathylagus stilbius,61448
335,1,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,12983
335,1,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,27634
335,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,62
335,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,6
335,1,Actinopteri,Stomiiformes,Gonostomatidae%Cyclothone%Cyclothone signata,204
335,1,Actinopteri,Stomiiformes,Sternoptychidae%Sternoptyx%NA,62897
335,2,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,28938
335,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,34792
335,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes jordani,15
335,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,6
342,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2748
342,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,65656
342,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,5858
342,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,1266
342,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,62032
342,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,45
342,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,82
342,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,1509
342,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,3138
342,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,6
342,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,78
343,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,22818
343,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1697
343,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,32899
343,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,26143
344,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,265
344,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,4165
344,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,5611
344,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,1884
345,1,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,755
345,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2007
345,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,44387
345,1,Actinopteri,Scombriformes,Scombridae%Scomber%NA,131
345,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,4163
345,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2485
345,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,46465
345,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,4176
345,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,460
345,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,78
456,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,6121
456,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3479
456,1,Actinopteri,Osmeriformes,Osmeridae%Allosmerus%Allosmerus elongatus,4780
456,1,Actinopteri,Osmeriformes,Osmeridae%NA%NA,3744
456,1,Actinopteri,Osmeriformes,Osmeridae%Spirinchus%Spirinchus starksi,554
456,1,Actinopteri,Perciformes,Anarhichadidae%Anarrhichthys%Anarrhichthys ocellatus,5230
456,1,Actinopteri,Perciformes,Anarhichadidae%NA%NA,485
456,1,Actinopteri,Perciformes,Cottidae%NA%NA,512
456,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,784
456,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,1728
456,1,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,96
456,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,128
456,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,14
456,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,1720
456,2,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,346
456,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,32189
456,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,43
456,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,549
456,2,Actinopteri,Osmeriformes,Osmeridae%Allosmerus%Allosmerus elongatus,933
456,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,9045
456,2,Actinopteri,Osmeriformes,Osmeridae%Spirinchus%Spirinchus starksi,265
456,2,Actinopteri,Perciformes,Cottidae%Artedius%Artedius fenestralis|lateralis,875
456,2,Actinopteri,Perciformes,Cottidae%Artedius%NA,52
456,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,54
456,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,290
456,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,10
456,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,99
456,2,Chondrichthyes,Carcharhiniformes,Scyliorhinidae%Apristurus%Apristurus brunneus,44
456,2,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,46
456,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,314
457,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,11261
457,1,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,407
457,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,840
457,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,49569
457,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,975
457,2,Actinopteri,Osmeriformes,Osmeridae%Allosmerus%Allosmerus elongatus,5646
457,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,153
457,2,Actinopteri,Perciformes,Anarhichadidae%Anarrhichthys%Anarrhichthys ocellatus,1145
457,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,80
457,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,1687
457,2,Chondrichthyes,Carcharhiniformes,Scyliorhinidae%Apristurus%Apristurus brunneus,255
457,2,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,52
458,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,84
458,1,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,4445
458,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,3382
458,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,32824
458,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,3
458,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,7835
458,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,1702
458,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,1522
458,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,651
458,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,507
459,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,34078
459,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,5513
459,1,Actinopteri,Osmeriformes,Osmeridae%Hypomesus%Hypomesus pretiosus,13781
459,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,110
459,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus kisutch,4163
459,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,5666
459,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,22761
459,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,9407
459,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,21149
462,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,11018
462,1,Actinopteri,Perciformes,Cottidae%NA%NA,7
462,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,2089
462,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,100
462,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,10723
462,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,176207
463,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,451
463,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,10003
463,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,21951
463,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%NA,403
463,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,46718
463,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,11
463,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,8016
463,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,158652
478,1,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,52851
478,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,40
478,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,103456
478,1,Actinopteri,Perciformes,Zoarcidae%Lycodes%Lycodes diapterus,5329
478,1,Actinopteri,Perciformes,Zoarcidae%Lycodes%NA,968
478,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,8
478,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,34196
478,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,12
479,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,30086
479,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,3097
479,1,Actinopteri,Stomiiformes,Stomiidae%Tactostoma%Tactostoma macropus,117
479,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,172003
479,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%NA,91
479,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,14
486,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,563
486,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,18612
486,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,2518
486,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,3108
486,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,95
486,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes jordani,5254
486,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,22
486,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2762
486,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,33970
486,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,41257
486,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,3633
486,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,39683
486,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,21674
487,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,23
487,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,3880
487,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,41
487,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,41
487,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,5
487,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2653
487,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,15748
487,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,50670
487,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas,5502
487,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,935
488,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2593
488,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,43132
488,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,906
488,2,Actinopteri,Scombriformes,Scombridae%Scomber%NA,553
488,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,20251
489,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,1335
489,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,41323
489,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,7
489,1,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,1203
489,1,Chondrichthyes,Lamniformes,Alopiidae%Lamna%NA,460
489,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,1204
489,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,27795
489,2,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,1022
489,2,Chondrichthyes,Lamniformes,Alopiidae%Lamna%NA,397
489,3,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2442
489,3,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,69290
489,3,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,7
489,3,Actinopteri,Perciformes,Cottidae%NA%NA,15
489,3,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,243
489,3,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,17337
489,3,Chondrichthyes,Lamniformes,Alopiidae%Lamna%NA,697
